Symbol	Description
M5HQ	5-Day Highs Nasdaq
M5HR	5-Day Highs S&P 500 Real Estate
M5HS	5-Day Highs S&P 500 Health Care
M5HT	5-Day Highs S&P 500 Energies
M5HU	5-Day Highs Volume Lt 100K
M5HV	5-Day Highs Volume GT 100K
M5HW	5-Day Highs S&P 500 Telecom Srvs
M5HX	5-Day Highs Overall
M5HY	5-Day Highs S&P 500 Consumer Disc
M5HZ	5-Day Highs Russell 3000
M5LA	5-Day Lows AMEX
M5LB	5-Day Lows S&P 500 Materials
M5LC	5-Day Lows Russell 2000
M5LE	5-Day Lows ETFS
M5LF	5-Day Lows S&P 500 Financials
M5LG	5-Day Lows Russell 1000
M5LH	5-Day Lows Price GT $10
M5LI	5-Day Lows S&P 500 Industrials
M5LJ	5-Day Lows S&P 500 Utilities
M5LK	5-Day Lows S&P 500 Info Tech
M5LL	5-Day Lows Price Lt $10
M5LM	5-Day Lows S&P 500 Consumer Staples
M5LN	5-Day Lows NYSE
M5LO	5-Day Lows S&P 100
M5LP	5-Day Lows S&P 500
M5LQ	5-Day Lows Nasdaq
M5LR	5-Day Lows S&P 500 Real Estate
M5LS	5-Day Lows S&P 500 Health Care
M5LT	5-Day Lows S&P 500 Energies
M5LU	5-Day Lows Volume Lt 100K
M5LV	5-Day Lows Volume GT 100K
M5LW	5-Day Lows S&P 500 Telecom Srvs
M5LX	5-Day Lows Overall
M5LY	5-Day Lows S&P 500 Consumer Disc
M5LZ	5-Day Lows Russell 3000
M6DA	6-Month Hi-Lo AMEX
M6DB	6-Month Hi-Lo S&P 500 Materials
M6DC	6-Month Hi-Lo Russell 2000
M6DE	6-Month Hi-Lo ETFS
M6DF	6-Month Hi-Lo S&P 500 Financials
M6DG	6-Month Hi-Lo Russell 1000
M6DH	6-Month Hi-Lo Price GT $10
M6DI	6-Month Hi-Lo S&P 500 Industrials
M6DJ	6-Month Hi-Lo S&P 500 Utilities
M6DK	6-Month Hi-Lo S&P 500 Info Tech
M6DL	6-Month Hi-Lo Price Lt $10
M6DM	6-Month Hi-Lo S&P 500 Consumer Staples
M6DN	6-Month Hi-Lo NYSE
M6DO	6-Month Hi-Lo S&P 100
M6DP	6-Month Hi-Lo S&P 500
M6DQ	6-Month Hi-Lo Nasdaq
M6DR	6-Month Hi-Lo S&P 500 Real Estate
M6DS	6-Month Hi-Lo S&P 500 Health Care
M6DT	6-Month Hi-Lo S&P 500 Energies
M6DU	6-Month Hi-Lo Volume Lt 100K
M6DV	6-Month Hi-Lo Volume GT 100K
M6DW	6-Month Hi-Lo S&P 500 Telecom Srvs
M6DX	6-Month Hi-Lo Overall
M6DY	6-Month Hi-Lo S&P 500 Consumer Disc
M6DZ	6-Month Hi-Lo Russell 3000
M6HA	6-Month Highs AMEX
M6HB	6-Month Highs S&P 500 Materials
M6HC	6-Month Highs Russell 2000
M6HE	6-Month Highs ETFS
M6HF	6-Month Highs S&P 500 Financials
M6HG	6-Month Highs Russell 1000
M6HH	6-Month Highs Price GT $10
M6HI	6-Month Highs S&P 500 Industrials
M6HJ	6-Month Highs S&P 500 Utilities
M6HK	6-Month Highs S&P 500 Info Tech
M6HL	6-Month Highs Price Lt $10
M6HM	6-Month Highs S&P 500 Consumer Staples
M6HN	6-Month Highs NYSE
M6HO	6-Month Highs S&P 100
M6HP	6-Month Highs S&P 500
M6HQ	6-Month Highs Nasdaq
M6HR	6-Month Highs S&P 500 Real Estate
M6HS	6-Month Highs S&P 500 Health Care
M6HT	6-Month Highs S&P 500 Energies
M6HU	6-Month Highs Volume Lt 100K
M6HV	6-Month Highs Volume GT 100K
M6HW	6-Month Highs S&P 500 Telecom Srvs
M6HX	6-Month Highs Overall
M6HY	6-Month Highs S&P 500 Consumer Disc
M6HZ	6-Month Highs Russell 3000
M6LA	6-Month Lows AMEX
M6LB	6-Month Lows S&P 500 Materials
M6LC	6-Month Lows Russell 2000
M6LE	6-Month Lows ETFS
M6LF	6-Month Lows S&P 500 Financials
M6LG	6-Month Lows Russell 1000
M6LH	6-Month Lows Price GT $10
M6LI	6-Month Lows S&P 500 Industrials
M6LJ	6-Month Lows S&P 500 Utilities
M6LK	6-Month Lows S&P 500 Info Tech
M6LL	6-Month Lows Price Lt $10
M6LM	6-Month Lows S&P 500 Consumer Staples
M6LN	6-Month Lows NYSE
M6LO	6-Month Lows S&P 100
M6LP	6-Month Lows S&P 500
M6LQ	6-Month Lows Nasdaq
M6LR	6-Month Lows S&P 500 Real Estate
M6LS	6-Month Lows S&P 500 Health Care
M6LT	6-Month Lows S&P 500 Energies
M6LU	6-Month Lows Volume Lt 100K
M6LV	6-Month Lows Volume GT 100K
M6LW	6-Month Lows S&P 500 Telecom Srvs
M6LX	6-Month Lows Overall
M6LY	6-Month Lows S&P 500 Consumer Disc
M6LZ	6-Month Lows Russell 3000
MADA	52-Week Hi-Lo AMEX
MADB	52-Week Hi-Lo S&P 500 Materials
MADC	52-Week Hi-Lo Russell 2000
MADE	52-Week Hi-Lo ETFS
MADF	52-Week Hi-Lo S&P 500 Financials
MADG	52-Week Hi-Lo Russell 1000
MADH	52-Week Hi-Lo Price GT $10
MADI	52-Week Hi-Lo S&P 500 Industrials
MADJ	52-Week Hi-Lo S&P 500 Utilities
MADK	52-Week Hi-Lo S&P 500 Info Tech
MADL	52-Week Hi-Lo Price Lt $10
MADM	52-Week Hi-Lo S&P 500 Consumer Staples
MADN	52-Week Hi-Lo NYSE
MADO	52-Week Hi-Lo S&P 100
MADP	52-Week Hi-Lo S&P 500
MADQ	52-Week Hi-Lo Nasdaq
MADR	52-Week Hi-Lo S&P 500 Real Estate
MADS	52-Week Hi-Lo S&P 500 Health Care
MADT	52-Week Hi-Lo S&P 500 Energies
MADU	52-Week Hi-Lo Volume Lt 100K
MADV	52-Week Hi-Lo Volume GT 100K
MADW	52-Week Hi-Lo S&P 500 Telecom Srvs
MADX	52-Week Hi-Lo Overall
MADY	52-Week Hi-Lo S&P 500 Consumer Disc
MADZ	52-Week Hi-Lo Russell 3000
MAHA	52-Week Highs AMEX
MAHB	52-Week Highs S&P 500 Materials
MAHC	52-Week Highs Russell 2000
MAHE	52-Week Highs ETFS
MAHF	52-Week Highs S&P 500 Financials
MAHG	52-Week Highs Russell 1000
MAHH	52-Week Highs Price GT $10
MAHI	52-Week Highs S&P 500 Industrials
MAHJ	52-Week Highs S&P 500 Utilities
MAHK	52-Week Highs S&P 500 Info Tech
MAHL	52-Week Highs Price Lt $10
MAHM	52-Week Highs S&P 500 Consumer Staples
MAHN	52-Week Highs NYSE
MAHO	52-Week Highs S&P 100
MAHP	52-Week Highs S&P 500
MAHQ	52-Week Highs Nasdaq
MAHR	52-Week Highs S&P 500 Real Estate
MAHS	52-Week Highs S&P 500 Health Care
MAHT	52-Week Highs S&P 500 Energies
MAHU	52-Week Highs Volume Lt 100K
MAHV	52-Week Highs Volume GT 100K
MAHW	52-Week Highs S&P 500 Telecom Srvs
MAHX	52-Week Highs Overall
MAHY	52-Week Highs S&P 500 Consumer Disc
MAHZ	52-Week Highs Russell 3000
MALA	52-Week Lows AMEX
MALB	52-Week Lows S&P 500 Materials
MALC	52-Week Lows Russell 2000
MALE	52-Week Lows ETFS
MALF	52-Week Lows S&P 500 Financials
MALG	52-Week Lows Russell 1000
MALH	52-Week Lows Price GT $10
MALI	52-Week Lows S&P 500 Industrials
MALJ	52-Week Lows S&P 500 Utilities
MALK	52-Week Lows S&P 500 Info Tech
MALL	52-Week Lows Price Lt $10
MALM	52-Week Lows S&P 500 Consumer Staples
MALN	52-Week Lows NYSE
MALO	52-Week Lows S&P 100
MALP	52-Week Lows S&P 500
MALQ	52-Week Lows Nasdaq
MALR	52-Week Lows S&P 500 Real Estate
MALS	52-Week Lows S&P 500 Health Care
MALT	52-Week Lows S&P 500 Energies
MALU	52-Week Lows Volume Lt 100K
MALV	52-Week Lows Volume GT 100K
MALW	52-Week Lows S&P 500 Telecom Srvs
MALX	52-Week Lows Overall
MALY	52-Week Lows S&P 500 Consumer Disc
MALZ	52-Week Lows Russell 3000
MERV	Merval - Argentina
MMFD	Percent of Stocks Above 5-Day Average
MMFI	Percent of Stocks Above 50-Day Average
MMOF	Percent of Stocks Above 150-Day Average
MMOH	Percent of Stocks Above 100-Day Average
MMTH	Percent of Stocks Above 200-Day Average
MMTW	Percent of Stocks Above 20-Day Average
MNFD	Percent Above 5-Day Average Yesterday
MNFI	Percent Above 50-Day Average Yesterday
MNOF	Percent Above 150-Day Average Yesterday
MNOH	Percent Above 100-Day Average Yesterday
MNTH	Percent Above 200-Day Average Yesterday
MNTW	Percent Above 20-Day Average Yesterday
MOFD	Percent Above 5-Day Average Last Week
MOFI	Percent Above 50-Day Average Last Week
MOOF	Percent Above 150-Day Average Last Week
MOOH	Percent Above 100-Day Average Last Week
MOTH	Percent Above 200-Day Average Last Week
MOTW	Percent Above 20-Day Average Last Week
MPFD	Percent Above 5-Day Average Last Month
MPFI	Percent Above 50-Day Average Last Month
MPOF	Percent Above 150-Day Average Last Month
MPOH	Percent Above 100-Day Average Last Month
MPTH	Percent Above 200-Day Average Last Month
MPTW	Percent Above 20-Day Average Last Month
MTFD	TSX Percent of Stocks Above 5-Day Average
MTFI	TSX Percent of Stocks Above 50-Day Average
MTOF	TSX Percent of Stocks Above 150-Day Average
MTOH	TSX Percent of Stocks Above 100-Day Average
MTTH	TSX Percent of Stocks Above 200-Day Average
MTTW	TSX Percent of Stocks Above 20-Day Average
MUFD	TSX Percent Above 5-Day Average Yesterday
MUFI	TSX Percent Above 50-Day Average Yesterday
MUOF	TSX Percent Above 150-Day Average Yesterday
MUOH	TSX Percent Above 100-Day Average Yesterday
MUTH	TSX Percent Above 200-Day Average Yesterday
MUTW	TSX Percent Above 20-Day Average Yesterday
MVFD	TSX Percent Above 5-Day Average Last Week
MVFI	TSX Percent Above 50-Day Average Last Week
MVOF	TSX Percent Above 150-Day Average Last Week
MVOH	TSX Percent Above 100-Day Average Last Week
MVTH	TSX Percent Above 200-Day Average Last Week
MVTW	TSX Percent Above 20-Day Average Last Week
MWFD	TSX Percent Above 5-Day Average Last Month
MWFI	TSX Percent Above 50-Day Average Last Month
MWOF	TSX Percent Above 150-Day Average Last Month
MWOH	TSX Percent Above 100-Day Average Last Month
MWTH	TSX Percent Above 200-Day Average Last Month
MWTW	TSX Percent Above 20-Day Average Last Month
MXX	Mexico IPC
MYDA	YTD Hi-Lo AMEX
MYDB	YTD Hi-Lo S&P 500 Materials
MYDC	YTD Hi-Lo Russell 2000
MYDE	YTD Hi-Lo ETFS
MYDF	YTD Hi-Lo S&P 500 Financials
MYDG	YTD Hi-Lo Russell 1000
MYDH	YTD Hi-Lo Price GT $10
MYDI	YTD Hi-Lo S&P 500 Industrials
MYDJ	YTD Hi-Lo S&P 500 Utilities
MYDK	YTD Hi-Lo S&P 500 Info Tech
MYDL	YTD Hi-Lo Price Lt $10
MYDM	YTD Hi-Lo S&P 500 Consumer Staples
MYDN	YTD Hi-Lo NYSE
MYDO	YTD Hi-Lo S&P 100
MYDP	YTD Hi-Lo S&P 500
MYDQ	YTD Hi-Lo Nasdaq
MYDR	YTD Hi-Lo S&P 500 Real Estate
MYDS	YTD Hi-Lo S&P 500 Health Care
MYDT	YTD Hi-Lo S&P 500 Energies
MYDU	YTD Hi-Lo Volume Lt 100K
MYDV	YTD Hi-Lo Volume GT 100K
MYDW	YTD Hi-Lo S&P 500 Telecom Srvs
MYDX	YTD Hi-Lo Overall
MYDY	YTD Hi-Lo S&P 500 Consumer Disc
MYDZ	YTD Hi-Lo Russell 3000
MYHA	YTD Highs AMEX
MYHB	YTD Highs S&P 500 Materials
MYHC	YTD Highs Russell 2000
MYHE	YTD Highs ETFS
MYHF	YTD Highs S&P 500 Financials
MYHG	YTD Highs Russell 1000
MYHH	YTD Highs Price GT $10
MYHI	YTD Highs S&P 500 Industrials
MYHJ	YTD Highs S&P 500 Utilities
MYHK	YTD Highs S&P 500 Info Tech
MYHL	YTD Highs Price Lt $10
MYHM	YTD Highs S&P 500 Consumer Staples
MYHN	YTD Highs NYSE
MYHO	YTD Highs S&P 100
MYHP	YTD Highs S&P 500
MYHQ	YTD Highs Nasdaq
MYHR	YTD Highs S&P 500 Real Estate
MYHS	YTD Highs S&P 500 Health Care
MYHT	YTD Highs S&P 500 Energies
MYHU	YTD Highs Volume Lt 100K
MYHV	YTD Highs Volume GT 100K
MYHW	YTD Highs S&P 500 Telecom Srvs
MYHX	YTD Highs Overall
MYHY	YTD Highs S&P 500 Consumer Disc
MYHZ	YTD Highs Russell 3000
MYLA	YTD Lows AMEX
MYLB	YTD Lows S&P 500 Materials
MYLC	YTD Lows Russell 2000
MYLE	YTD Lows ETFS
MYLF	YTD Lows S&P 500 Financials
MYLG	YTD Lows Russell 1000
MYLH	YTD Lows Price GT $10
MYLI	YTD Lows S&P 500 Industrials
MYLJ	YTD Lows S&P 500 Utilities
MYLK	YTD Lows S&P 500 Info Tech
MYLL	YTD Lows Price Lt $10
MYLM	YTD Lows S&P 500 Consumer Staples
MYLN	YTD Lows NYSE
MYLO	YTD Lows S&P 100
MYLP	YTD Lows S&P 500
MYLQ	YTD Lows Nasdaq
MYLR	YTD Lows S&P 500 Real Estate
MYLS	YTD Lows S&P 500 Health Care
MYLT	YTD Lows S&P 500 Energies
MYLU	YTD Lows Volume Lt 100K
MYLV	YTD Lows Volume GT 100K
MYLW	YTD Lows S&P 500 Telecom Srvs
MYLX	YTD Lows Overall
MYLY	YTD Lows S&P 500 Consumer Disc
MYLZ	YTD Lows Russell 3000
N1DA	1-Month Hi-Lo S&P 600
N1DB	1-Month Hi-Lo S&P 400
N1DC	1-Month Hi-Lo Nasdaq 100
N1DD	1-Month Hi-Lo Dow Indu
N1DE	1-Month Hi-Lo Dow Comp
N1DF	1-Month Hi-Lo Dow Tran
N1DG	1-Month Hi-Lo Dow Util
N1DH	1-Month Hi-Lo TSX Comp
N1DI	1-Month Hi-Lo TSX 60
N1DJ	1-Month Hi-Lo TSX Venture
N1DK	1-Month Hi-Lo TSX
N1DL	1-Month Hi-Lo TSXV
N1DM	1-Month Hi-Lo CSE
N1DN	1-Month Hi-Lo Canada
N1DO	1-Month Hi-Lo Nasdaq Comp
N1DP	1-Month Hi-Lo CAD ETFS
N1DU	1-Month Hi-Lo OTC US
N1DV	1-Month Hi-Lo S&P ESG
N1DY	1-Month Hi-Lo S&P 500 Value
N1DZ	1-Month Hi-Lo S&P 500 Growth
N1HA	1-Month Highs S&P 600
N1HB	1-Month Highs S&P 400
N1HC	1-Month Highs Nasdaq 100
N1HD	1-Month Highs Dow Indu
N1HE	1-Month Highs Dow Comp
N1HF	1-Month Highs Dow Tran
N1HG	1-Month Highs Dow Util
N1HH	1-Month Highs TSX Comp
N1HI	1-Month Highs TSX 60
N1HJ	1-Month Highs TSX Venture
N1HK	1-Month Highs TSX
N1HL	1-Month Highs TSXV
N1HM	1-Month Highs CSE
N1HN	1-Month Highs Canada
N1HO	1-Month Highs Nasdaq Comp
N1HP	1-Month Highs CAD ETFS
N1HU	1-Month Highs OTC US
N1HV	1-Month Highs S&P ESG
N1HY	1-Month Highs S&P 500 Value
N1HZ	1-Month Highs S&P 500 Growth
N1LA	1-Month Lows S&P 600
N1LB	1-Month Lows S&P 400
N1LC	1-Month Lows Nasdaq 100
N1LD	1-Month Lows Dow Indu
N1LE	1-Month Lows Dow Comp
N1LF	1-Month Lows Dow Tran
N1LG	1-Month Lows Dow Util
N1LH	1-Month Lows TSX Comp
N1LI	1-Month Lows TSX 60
N1LJ	1-Month Lows TSX Venture
N1LK	1-Month Lows TSX
N1LL	1-Month Lows TSXV
N1LM	1-Month Lows CSE
N1LN	1-Month Lows Canada
N1LO	1-Month Lows Nasdaq Comp
N1LP	1-Month Lows CAD ETFS
N1LU	1-Month Lows OTC US
N1LV	1-Month Lows S&P ESG
N1LY	1-Month Lows S&P 500 Value
N1LZ	1-Month Lows S&P 500 Growth
N3DA	3-Month Hi-Lo S&P 600
N3DB	3-Month Hi-Lo S&P 400
N3DC	3-Month Hi-Lo Nasdaq 100
N3DD	3-Month Hi-Lo Dow Indu
N3DE	3-Month Hi-Lo Dow Comp
N3DF	3-Month Hi-Lo Dow Tran
N3DG	3-Month Hi-Lo Dow Util
N3DH	3-Month Hi-Lo TSX Comp
N3DI	3-Month Hi-Lo TSX 60
N3DJ	3-Month Hi-Lo TSX Venture
N3DK	3-Month Hi-Lo TSX
N3DL	3-Month Hi-Lo TSXV
N3DM	3-Month Hi-Lo CSE
N3DN	3-Month Hi-Lo Canada
N3DO	3-Month Hi-Lo Nasdaq Comp
N3DP	3-Month Hi-Lo CAD ETFS
N3DU	3-Month Hi-Lo OTC US
N3DV	3-Month Hi-Lo S&P ESG
N3DY	3-Month Hi-Lo S&P 500 Value
N3DZ	3-Month Hi-Lo S&P 500 Growth
N3HA	3-Month Highs S&P 600
N3HB	3-Month Highs S&P 400
N3HC	3-Month Highs Nasdaq 100
N3HD	3-Month Highs Dow Indu
N3HE	3-Month Highs Dow Comp
N3HF	3-Month Highs Dow Tran
N3HG	3-Month Highs Dow Util
N3HH	3-Month Highs TSX Comp
N3HI	3-Month Highs TSX 60
N3HJ	3-Month Highs TSX Venture
N3HK	3-Month Highs TSX
N3HL	3-Month Highs TSXV
N3HM	3-Month Highs CSE
N3HN	3-Month Highs Canada
N3HO	3-Month Highs Nasdaq Comp
N3HP	3-Month Highs CAD ETFS
N3HU	3-Month Highs OTC US
N3HV	3-Month Highs S&P ESG
N3HY	3-Month Highs S&P 500 Value
N3HZ	3-Month Highs S&P 500 Growth
N3LA	3-Month Lows S&P 600
N3LB	3-Month Lows S&P 400
N3LC	3-Month Lows Nasdaq 100
N3LD	3-Month Lows Dow Indu
N3LE	3-Month Lows Dow Comp
N3LF	3-Month Lows Dow Tran
N3LG	3-Month Lows Dow Util
N3LH	3-Month Lows TSX Comp
N3LI	3-Month Lows TSX 60
N3LJ	3-Month Lows TSX Venture
N3LK	3-Month Lows TSX
N3LL	3-Month Lows TSXV
N3LM	3-Month Lows CSE
N3LN	3-Month Lows Canada
N3LO	3-Month Lows Nasdaq Comp
N3LP	3-Month Lows CAD ETFS
N3LU	3-Month Lows OTC US
N3LV	3-Month Lows S&P ESG
N3LY	3-Month Lows S&P 500 Value
N3LZ	3-Month Lows S&P 500 Growth
N5DA	5-Day Hi-Lo S&P 600
N5DB	5-Day Hi-Lo S&P 400
N5DC	5-Day Hi-Lo Nasdaq 100
N5DD	5-Day Hi-Lo Dow Indu
N5DE	5-Day Hi-Lo Dow Comp
N5DF	5-Day Hi-Lo Dow Tran
N5DG	5-Day Hi-Lo Dow Util
N5DH	5-Day Hi-Lo TSX Comp
N5DI	5-Day Hi-Lo TSX 60
N5DJ	5-Day Hi-Lo TSX Venture
N5DK	5-Day Hi-Lo TSX
N5DL	5-Day Hi-Lo TSXV
N5DM	5-Day Hi-Lo CSE
N5DN	5-Day Hi-Lo Canada
N5DO	5-Day Hi-Lo Nasdaq Comp
N5DP	5-Day Hi-Lo CAD ETFS
N5DU	5-Day Hi-Lo OTC US
N5DV	5-Day Hi-Lo S&P ESG
N5DY	5-Day Hi-Lo S&P 500 Value
N5DZ	5-Day Hi-Lo S&P 500 Growth
N5HA	5-Day Highs S&P 600
N5HB	5-Day Highs S&P 400
N5HC	5-Day Highs Nasdaq 100
N5HD	5-Day Highs Dow Indu
N5HE	5-Day Highs Dow Comp
N5HF	5-Day Highs Dow Tran
N5HG	5-Day Highs Dow Util
N5HH	5-Day Highs TSX Comp
N5HI	5-Day Highs TSX 60
N5HJ	5-Day Highs TSX Venture
N5HK	5-Day Highs TSX
N5HL	5-Day Highs TSXV
N5HM	5-Day Highs CSE
N5HN	5-Day Highs Canada
N5HO	5-Day Highs Nasdaq Comp
N5HP	5-Day Highs CAD ETFS
N5HU	5-Day Highs OTC US
N5HV	5-Day Highs S&P ESG
N5HY	5-Day Highs S&P 500 Value
N5HZ	5-Day Highs S&P 500 Growth
N5LA	5-Day Lows S&P 600
N5LB	5-Day Lows S&P 400
N5LC	5-Day Lows Nasdaq 100
N5LD	5-Day Lows Dow Indu
N5LE	5-Day Lows Dow Comp
N5LF	5-Day Lows Dow Tran
N5LG	5-Day Lows Dow Util
N5LH	5-Day Lows TSX Comp
N5LI	5-Day Lows TSX 60
N5LJ	5-Day Lows TSX Venture
N5LK	5-Day Lows TSX
N5LL	5-Day Lows TSXV
N5LM	5-Day Lows CSE
N5LN	5-Day Lows Canada
N5LO	5-Day Lows Nasdaq Comp
N5LP	5-Day Lows CAD ETFS
N5LU	5-Day Lows OTC US
N5LV	5-Day Lows S&P ESG
N5LY	5-Day Lows S&P 500 Value
N5LZ	5-Day Lows S&P 500 Growth
N6DA	6-Month Hi-Lo S&P 600
N6DB	6-Month Hi-Lo S&P 400
N6DC	6-Month Hi-Lo Nasdaq 100
N6DD	6-Month Hi-Lo Dow Indu
N6DE	6-Month Hi-Lo Dow Comp
N6DF	6-Month Hi-Lo Dow Tran
N6DG	6-Month Hi-Lo Dow Util
N6DH	6-Month Hi-Lo TSX Comp
N6DI	6-Month Hi-Lo TSX 60
N6DJ	6-Month Hi-Lo TSX Venture
N6DK	6-Month Hi-Lo TSX
N6DL	6-Month Hi-Lo TSXV
N6DM	6-Month Hi-Lo CSE
N6DN	6-Month Hi-Lo Canada
N6DO	6-Month Hi-Lo Nasdaq Comp
N6DP	6-Month Hi-Lo CAD ETFS
N6DU	6-Month Hi-Lo OTC US
N6DV	6-Month Hi-Lo S&P ESG
N6DY	6-Month Hi-Lo S&P 500 Value
N6DZ	6-Month Hi-Lo S&P 500 Growth
N6HA	6-Month Highs S&P 600
N6HB	6-Month Highs S&P 400
N6HC	6-Month Highs Nasdaq 100
N6HD	6-Month Highs Dow Indu
N6HE	6-Month Highs Dow Comp
N6HF	6-Month Highs Dow Tran
N6HG	6-Month Highs Dow Util
N6HH	6-Month Highs TSX Comp
N6HI	6-Month Highs TSX 60
N6HJ	6-Month Highs TSX Venture
N6HK	6-Month Highs TSX
N6HL	6-Month Highs TSXV
N6HM	6-Month Highs CSE
N6HN	6-Month Highs Canada
N6HO	6-Month Highs Nasdaq Comp
N6HP	6-Month Highs CAD ETFS
N6HU	6-Month Highs OTC US
N6HV	6-Month Highs S&P ESG
N6HY	6-Month Highs S&P 500 Value
N6HZ	6-Month Highs S&P 500 Growth
N6LA	6-Month Lows S&P 600
N6LB	6-Month Lows S&P 400
N6LC	6-Month Lows Nasdaq 100
N6LD	6-Month Lows Dow Indu
N6LE	6-Month Lows Dow Comp
N6LF	6-Month Lows Dow Tran
N6LG	6-Month Lows Dow Util
N6LH	6-Month Lows TSX Comp
N6LI	6-Month Lows TSX 60
N6LJ	6-Month Lows TSX Venture
N6LK	6-Month Lows TSX
N6LL	6-Month Lows TSXV
N6LM	6-Month Lows CSE
N6LN	6-Month Lows Canada
N6LO	6-Month Lows Nasdaq Comp
N6LP	6-Month Lows CAD ETFS
N6LU	6-Month Lows OTC US
N6LV	6-Month Lows S&P ESG
N6LY	6-Month Lows S&P 500 Value
N6LZ	6-Month Lows S&P 500 Growth
NADA	52-Week Hi-Lo S&P 600
NADB	52-Week Hi-Lo S&P 400
NADC	52-Week Hi-Lo Nasdaq 100
NADD	52-Week Hi-Lo Dow Indu
NADE	52-Week Hi-Lo Dow Comp
NADF	52-Week Hi-Lo Dow Tran
NADG	52-Week Hi-Lo Dow Util
NADH	52-Week Hi-Lo TSX Comp
NADI	52-Week Hi-Lo TSX 60
NADJ	52-Week Hi-Lo TSX Venture
NADK	52-Week Hi-Lo TSX
NADL	52-Week Hi-Lo TSXV
NADM	52-Week Hi-Lo CSE
NADN	52-Week Hi-Lo Canada
NADO	52-Week Hi-Lo Nasdaq Comp
NADP	52-Week Hi-Lo CAD ETFS
NADU	52-Week Hi-Lo OTC US
NADV	52-Week Hi-Lo S&P ESG
NADY	52-Week Hi-Lo S&P 500 Value
NADZ	52-Week Hi-Lo S&P 500 Growth
NAHA	52-Week Highs S&P 600
NAHB	52-Week Highs S&P 400
NAHC	52-Week Highs Nasdaq 100
NAHD	52-Week Highs Dow Indu
NAHE	52-Week Highs Dow Comp
NAHF	52-Week Highs Dow Tran
NAHG	52-Week Highs Dow Util
NAHH	52-Week Highs TSX Comp
NAHI	52-Week Highs TSX 60
NAHJ	52-Week Highs TSX Venture
NAHK	52-Week Highs TSX
NAHL	52-Week Highs TSXV
NAHM	52-Week Highs CSE
NAHN	52-Week Highs Canada
NAHO	52-Week Highs Nasdaq Comp
NAHP	52-Week Highs CAD ETFS
NAHU	52-Week Highs OTC US
NAHV	52-Week Highs S&P ESG
NAHY	52-Week Highs S&P 500 Value
NAHZ	52-Week Highs S&P 500 Growth
NALA	52-Week Lows S&P 600
NALB	52-Week Lows S&P 400
NALC	52-Week Lows Nasdaq 100
NALD	52-Week Lows Dow Indu
NALE	52-Week Lows Dow Comp
NALF	52-Week Lows Dow Tran
NALG	52-Week Lows Dow Util
NALH	52-Week Lows TSX Comp
NALI	52-Week Lows TSX 60
NALJ	52-Week Lows TSX Venture
NALK	52-Week Lows TSX
NALL	52-Week Lows TSXV
NALM	52-Week Lows CSE
NALN	52-Week Lows Canada
NALO	52-Week Lows Nasdaq Comp
NALP	52-Week Lows CAD ETFS
NALU	52-Week Lows OTC US
NALV	52-Week Lows S&P ESG
NALY	52-Week Lows S&P 500 Value
NALZ	52-Week Lows S&P 500 Growth
NAST	NASDAQ Transportation Index
NBI	Nasdaq Biotechnology
NCFD	Nasdaq Comp Stocks Above 5-Day Average
NCFI	Nasdaq Comp Stocks Above 50-Day Average
NCOF	Nasdaq Comp Stocks Above 150-Day Average
NCOH	Nasdaq Comp Stocks Above 100-Day Average
NCTH	Nasdaq Comp Stocks Above 200-Day Average
NCTW	Nasdaq Comp Stocks Above 20-Day Average
NDFD	Nasdaq 100 Stocks Above 5-Day Average
NDFI	Nasdaq 100 Stocks Above 50-Day Average
NDOF	Nasdaq 100 Stocks Above 150-Day Average
NDOH	Nasdaq 100 Stocks Above 100-Day Average
NDTH	Nasdaq 100 Stocks Above 200-Day Average
NDTW	Nasdaq 100 Stocks Above 20-Day Average
NDXE	NASDAQ 100 Equal Weighted
NDXT	NASDAQ 100 TECHNOLOGY
NDXX	NASDAQ-100 Ex-Tech Sector Index
NDY	Nasdaq 100
NKY	Nikkei 225 Index
NQGM	Ndaq Global Market Composite
NQGS	NASDAQ Global Select Market Composite Index
NSHD	NYSE Declining Stocks
NSHF	NYSE Advances - Declines
NSHR	NYSE Advance Decline Ratio
NSHU	NYSE Advancing Stocks
NVLD	NYSE Declining Volume
NVLF	NYSE Advance Decline Volume Difference
NVLR	NYSE Advance Decline Vol Ratio
NVLU	NYSE Advancing Volume
NXTQ	NASDAQ Q-50 Index
NYA	NYSE Composite
NYDA	YTD Hi-Lo S&P 600
NYDB	YTD Hi-Lo S&P 400
NYDC	YTD Hi-Lo Nasdaq 100
NYDD	YTD Hi-Lo Dow Indu
NYDE	YTD Hi-Lo Dow Comp
NYDF	YTD Hi-Lo Dow Tran
NYDG	YTD Hi-Lo Dow Util
NYDH	YTD Hi-Lo TSX Comp
NYDI	YTD Hi-Lo TSX 60
NYDJ	YTD Hi-Lo TSX Venture
NYDK	YTD Hi-Lo TSX
NYDL	YTD Hi-Lo TSXV
NYDM	YTD Hi-Lo CSE
NYDN	YTD Hi-Lo Canada
NYDO	YTD Hi-Lo Nasdaq Comp
NYDP	YTD Hi-Lo CAD ETFS
NYDU	YTD Hi-Lo OTC US
NYDV	YTD Hi-Lo S&P ESG
NYDY	YTD Hi-Lo S&P 500 Value
NYDZ	YTD Hi-Lo S&P 500 Growth
NYHA	YTD Highs S&P 600
